,Tweets,Date,Likes,RTs,Orchestrate
1513,@TheEconomist This is the end of the CCP! #CCPdecline,2022-11-29 06:40:55+00:00,0,0,0
1514,@bloody_yeri they’re censored by ccp unfortunately:(,2022-11-29 06:40:40+00:00,0,0,0
1515,Was shocked to hear a talk recently where Vijay appeared to have reinvented himself as some sort gruff no nonsense… https://t.co/UvYGRb2jpn,2022-11-29 06:40:35+00:00,0,0,0
1516,@limnicky I wonder how many of those companies have relations with the DNC or CCP?,2022-11-29 06:40:29+00:00,0,0,1
1517,@limnicky I wonder how many of those companies have relations with the DNC or CCP?,2022-11-29 06:40:29+00:00,1,0,1
1518,Elizabeth #CCP Gerret #世界杯 Jill #DOGE Vivian #世界杯买球  https://t.co/itGBwtOm1z,2022-11-29 06:40:28+00:00,0,0,1
1519,@alexbruesewitz @SenJohnKennedy You got one thing wrong Alex. He’s not just a puppet. He’s a full blown CCP agent.,2022-11-29 06:40:18+00:00,1,0,0
1520,@tiktok_us Tik tok is a tool of the CCP. You suck,2022-11-29 06:40:12+00:00,0,0,0
1521,@FridaGhitis Good! I'm glad Chinese people are fed-up against communist government. It's time to bring down and des… https://t.co/r31bztWJ3W,2022-11-29 06:39:25+00:00,0,0,0
1522,@IrishTimes I suspect China knows more about CoViD than it’s letting on. The CCP is not prone to knee jerk reactions,2022-11-29 06:39:10+00:00,0,0,0
1523,The CCP must fall. https://t.co/QzSnfXJ2Qc,2022-11-29 06:39:08+00:00,3,0,0
1524,@DangInvestor @doumenzi @galumay Check your birth rate it simply is not working. And wouldn’t that be a problem Xi… https://t.co/VFVhHIfvf6,2022-11-29 06:39:02+00:00,0,0,0
1525,Matthew #足球预测 Hortense #世界杯 Mariner #CCP Pretty #卡塔尔世界杯  https://t.co/T9UyMsZVJD,2022-11-29 06:38:57+00:00,1,0,1
1526,"For the #CCP regime, the biggest black swan is not The Wuhan #COVID-19 🦠or the Nov 24 Urumqi blaze, it’s China’s… https://t.co/7RWKeWOMWL",2022-11-29 06:38:57+00:00,0,0,0
1527,"The Chinese people deserve to have freedom, The CCP must come to an end and let the people form their own governmen… https://t.co/edtzwyokYw",2022-11-29 06:38:50+00:00,2,1,0
1528,@Cernovich The Chinese people have ccp by the balls?,2022-11-29 06:38:21+00:00,0,0,0
1529,"The probability of CCP rescinding ZC Yi’s very little imo. First of all, US embassy and embassies of other western… https://t.co/B8QFrUQSHJ",2022-11-29 06:38:20+00:00,0,0,0
1530,"@0xRainandCoffee they message positive news for market purposes and mass block reality of situation? 

you're proba… https://t.co/z6173rAvYz",2022-11-29 06:38:16+00:00,0,0,0
1531,CCP has failed to initiate a democratic transition as it was promised to the people and the world. To make the matt… https://t.co/TX7oohUPDo,2022-11-29 06:38:02+00:00,0,0,0
1532,"@DeanChill @westaustralian These clowns, all three, want unlimited terms as well as power, they want to be able to… https://t.co/ksNdD57P6R",2022-11-29 06:37:56+00:00,1,0,0
1533,@luxeprogressive tankies love china and the ccp,2022-11-29 06:37:46+00:00,0,0,0
1534,@domesticbingo @princeebako_cfc @tim_cook Ohhh like supporting the CCP? Facts don’t give a fuck about your feelings. Bless your heart,2022-11-29 06:37:46+00:00,0,0,0
1535,@notguiltyCHI @iris05100630 Wearing a mask is a great way for the massive CCP surveillance system and AI to not identify you.,2022-11-29 06:37:20+00:00,0,0,0
1536,These kids have balls of steel. I briefly studied abroad at Tsinghua University and am rooting for the student prot… https://t.co/hdZmUht0x5,2022-11-29 06:37:17+00:00,9,1,0
1537,@DonaldJTrumpJr Historical facts: The United States and Britain first recklessly sought benefits to support and hel… https://t.co/U7LkwVisiA,2022-11-29 06:37:11+00:00,1,1,0
1538,@MFA_China Imaging living in country where your only option is to say yes to everything the authories tell you to d… https://t.co/epEZbxO8x2,2022-11-29 06:37:09+00:00,1,0,0
1539,"@thatdayin1992 Yea dude there's no peaceful coexistence with the CCP.

Ask HK and Tibet.",2022-11-29 06:37:06+00:00,0,0,0
1540,@Byron_Wan interesting...could it be that CCP propagandists have infiltrated Tesla?,2022-11-29 06:37:04+00:00,0,0,0
1541,"@RobSchneider Thank you, the Chinese people need the support of the whole world to face the tyranny of the CCP!",2022-11-29 06:37:01+00:00,0,0,0
1542,"@amlivemon When you are providing millions of smart phone, how you can avoid it. But the attitude of CCP is ridicul… https://t.co/TBJ2WbkUlL",2022-11-29 06:36:56+00:00,0,0,0
1543,Same goes for Trudeau and his Liberals. They followed every action the CCP did and believed every word they said ab… https://t.co/oTgwW1QuWt,2022-11-29 06:36:50+00:00,0,0,1
1544,@greg_price11 @Apple Apple will help the CCP locate and exterminate political protestors.  Same thing @apple did in… https://t.co/Wi4jUNbHyb,2022-11-29 06:36:40+00:00,2,0,0
1545,@iris05100630 Overthrow the CCP!,2022-11-29 06:36:06+00:00,0,0,0
1546,"@StephenM About time!  We made it illegal to trade or do business with Nazi Germany, why not CCP?",2022-11-29 06:36:04+00:00,0,0,0
1547,"@whitecattails @MondoP16 @China_Up_Close Where are your links that proves a lie. 
So answer the question. Are you a… https://t.co/E4XxwFUC8w",2022-11-29 06:35:49+00:00,0,0,0
1548,@IngrahamAngle #TraitorJoe is top of the list - I guess that's what 1 Billion laundered through Archer/Hunter bough… https://t.co/9a3NIQGEkm,2022-11-29 06:35:47+00:00,0,0,0
1549,China Nexus: Thirty Years In and Around the Chinese Communist Party’s Tyranny (Holding the CCP to Account Book 5) P… https://t.co/uXCMr7C9BS,2022-11-29 06:35:25+00:00,0,0,0
1550,The latest The Wet Coast Daily! https://t.co/E607jQfWhp Thanks to @RichardJBardon @stockguy61 @repeatwatch #ccp #chinaprotests,2022-11-29 06:35:20+00:00,0,0,0
1551,@apmassaro3 We should act.  How to overthrow the tyranny of the CCP.,2022-11-29 06:35:09+00:00,0,0,1
1552,"@brianhioe Why did Wang Dan sing along with DPP's ""resist China, defend Taiwan"" rhetoric during the 9-in-1 local el… https://t.co/pqoMzQdXbW",2022-11-29 06:34:49+00:00,0,0,0
1553,@TheEconomist @suelinwong This is the end of the CCP,2022-11-29 06:34:40+00:00,0,0,0
1554,This SHOULD be the lead story on all of MSM.  Every channel should be applying immense pressure on the CCP and show… https://t.co/hK089pfGiB,2022-11-29 06:34:36+00:00,0,0,0
1555,@Noahpinion I think noone is sayin dat europe z on d brink f collapse just like noone is implying by seeing chinese… https://t.co/YR3rqgPaMo,2022-11-29 06:34:36+00:00,0,0,0
1556,"@RSBNetwork In the videos, there are only few thousand protesters. CCP crushed MILLIONS of HongKong protesters like… https://t.co/SQuBXJATk7",2022-11-29 06:34:28+00:00,0,0,0
1557,Logan #CCP Elfin #世界杯 Astrid #DOGE Bobbie #世界杯买球  https://t.co/0YG1hlt7BF,2022-11-29 06:34:28+00:00,0,0,1
1558,@battered_sphinx China has eight communist parties all subservient to the CCP.,2022-11-29 06:34:26+00:00,0,0,0
1559,Are Apple products being used to track Chinese citizens for the CCP? Is it limited to just China or is it global? I’m asking for a friend.,2022-11-29 06:34:14+00:00,0,0,1
1560,MESSAGE TO CCP  GOD SAID LET MY PEOPLE GO,2022-11-29 06:34:12+00:00,0,0,0
1561,@Apple Owned and Operated as the CCP Puppets they are!! @TimRunsHisMouth https://t.co/tarXGQkldN,2022-11-29 06:33:58+00:00,0,0,1
1562,"War Of The Tech Titans?

How The CCP Would Like That
A Tech Titan War
That Destroys All Free World Tech

So Please… https://t.co/4rvWDdyls6",2022-11-29 06:33:57+00:00,1,1,0
1563,@Resist_05 Because marching and protesting in CCP China risked their lives.,2022-11-29 06:33:51+00:00,0,0,0
1564,"@Daniewitafanie @freedomspeaker_ @redsnoopy69 China is great. They promote peace, equality, unity and street BDSM.… https://t.co/P8LBaRXDSS",2022-11-29 06:33:51+00:00,0,0,0
1565,Bold action is needed from the Biden administration to combat the Chinese regime. The protests provide the opportun… https://t.co/Azji61HhiC,2022-11-29 06:33:49+00:00,0,0,0
1566,@Cernovich @ThePrince_PY well all companies who have part of their company inside China they need to comply with th… https://t.co/1DxS8Anw69,2022-11-29 06:33:30+00:00,1,0,0
1567,Unreal footage shows CCP forces welding shut an exit to an apartment building during zero- #COVID19 lockdowns— trap… https://t.co/CECnyYxJu0,2022-11-29 06:33:19+00:00,0,0,0
1568,@jessicacadams Thanks for information! I will share your YouTube videos to amplify CCP’s collapse in the global consciousness.,2022-11-29 06:33:04+00:00,1,0,0
1569,@RDA47338427 @cocheWILLBEBACK Dapat gumamit si pres xi jinping ng strat for a win-win situation to prevent fragment… https://t.co/HZW0yBLADL,2022-11-29 06:33:02+00:00,3,0,0
1570,"The CCP is an evil regime.
The ongoing protests in Communist China show that the Chinese people are pleading for ch… https://t.co/DnzMA9HskE",2022-11-29 06:32:40+00:00,1,2,0
1571,@RepSwalwell @Apple Sitting on the intel committee while banging a CCP spy/hooker would look like........treason?,2022-11-29 06:32:32+00:00,0,0,0
1572,@jordanbpeterson @elonmusk @PageauJonathan How far do you peel this onion before you find CCP?,2022-11-29 06:32:20+00:00,0,0,0
1573,Farmer #lpl Kathy #世界杯 Amber #CCP Hattie #卡塔尔世界杯  https://t.co/0YG1hlt7BF,2022-11-29 06:32:20+00:00,0,0,1
1574,@elonmusk To please their Democratic party bosses and also CCP?,2022-11-29 06:32:18+00:00,0,0,0
1575,"@EmilyZFeng A massive crowd of 30 people plus a couple of pets.
Truly, all of China is crying out for freedom &amp; dem… https://t.co/lvVB3imu5T",2022-11-29 06:32:14+00:00,0,0,0
1576,"@sentdefender It’s way too early for tanks, especially considering protests in Shanghai have been pretty peaceful.… https://t.co/r1EbYIpKCg",2022-11-29 06:32:05+00:00,1,0,0
1577,"Never give oral sex to the government that doesn’t speak up for its people.'
A powerful slogan used in the nationw… https://t.co/qYE5ZVDWF7",2022-11-29 06:32:03+00:00,1,0,0
1578,"If you don’t believe me, try to get any Chinese person related to the CCP to comment on this now. There are almost… https://t.co/FD4T8kyZXH",2022-11-29 06:31:50+00:00,0,0,0
1579,"@WholeMarsBlog Apple is helping vicious CCP to suppress protester,so disgusting",2022-11-29 06:31:41+00:00,0,0,1
1580,CCP BURNS CHILDREN ALIVE!  TAKE DOWN THE CCP! FREE CHINA!,2022-11-29 06:31:19+00:00,0,0,1
1581,@jenniferzeng97 The CCP has no hesitation to start using deadly force on its own people.,2022-11-29 06:31:14+00:00,0,0,0
1582,"Secondly, social organization is very different today than it was in 1989. Over the past decades, the #CCP has exte… https://t.co/kTbZmEDlzj",2022-11-29 06:31:10+00:00,0,0,0
1583,@nationalpost Using protests to demand changes of public policy is something that I think is worrisome! Paraphrasin… https://t.co/1YGGTUtFjL,2022-11-29 06:31:09+00:00,0,0,0
1584,@NagannaGundlak2 @zckukatpally @CCP_GHMC @DC_Kukatpally @CommissionrGHMC The above construction has been booked in… https://t.co/JeMIiXR6MP,2022-11-29 06:31:09+00:00,0,0,0
1585,"Source of the video could not be verified by me. I count here 1 and 1 together.

''This is one of the reasons why C… https://t.co/9aHMc7DVDH",2022-11-29 06:30:55+00:00,0,0,0
1586,@Fredx361 @bennyjohnson SO WHAT YOUR SAYING IS THEY JUST WANT EVERYONE CHECKING IN. WHAT ABOUT A FIRE? OHH THE CCP… https://t.co/bp8FU3q2Vk,2022-11-29 06:30:49+00:00,0,0,0
1587,"Kazakh herdsmen in Ili Kazakh Autonomous Prefecture, Xinjiang, are forcibly quarantined by the authorities.  They a… https://t.co/vZLm7FpdMG",2022-11-29 06:30:44+00:00,7,3,0
1588,if you have a problem with this you are implicitly advocating for the US govt to integrate into US tech cos a la th… https://t.co/r5rXr70urM,2022-11-29 06:30:36+00:00,0,0,0
1589,@RNCResearch The toxic vegetable plays for CCP pay.,2022-11-29 06:30:11+00:00,0,0,0
1590,Wonderful #lpl Una #世界杯 Salt #CCP Farley #世界杯投注  https://t.co/QpPAwi0aTD,2022-11-29 06:30:05+00:00,0,0,1
1591,"@eloncuckslayer @LynAldenContact @elonmusk @SwipeWright Last time I heard, the Russians, Ukrainians, and the CCP go… https://t.co/WL6p4xU0Kn",2022-11-29 06:30:01+00:00,0,0,0
1592,"@Skelly4NYC Take down the CCP       
#chinaprotest #ChinaUprising 

https://t.co/SJJEwk0JMW",2022-11-29 06:29:56+00:00,0,0,0
1593,"""Brothers and Sisters, Fire 🔥 Fire 🔥 Fire 🔥,
Use  Fire 🔥 to TAKE DOWN THE CCP!!! https://t.co/JaxSalXPtZ",2022-11-29 06:29:55+00:00,13,43,0
1594,"A state of emergency and martial law would probably be declared for the first time since June 4, 1989. The situatio… https://t.co/w3lczYGxAg",2022-11-29 06:29:50+00:00,0,0,0
1595,"@RyanSchuiling the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:29:49+00:00,0,0,1
1596,Marta #CCP Grateful # Kendra #DOGE Winston #,2022-11-29 06:29:45+00:00,0,0,0
1597,"@crutchfoot the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:29:41+00:00,0,0,1
1598,I had mused if the world was on the precipice of another oil price crash in my last post. So I was stunned to see B… https://t.co/o7gNPzq2IB,2022-11-29 06:29:35+00:00,0,0,0
1599,"@jpsok the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:29:31+00:00,0,0,1
1600,@thocpodcast He sees the chance to seize leadership of a post ccp China and needs to raise his profile to pull it off.,2022-11-29 06:29:28+00:00,0,0,0
1601,"Wuhan Tonight, CCP Sending Warnings of Camps, The People Are Not Backing Down https://t.co/Tt3Wp6BfRi",2022-11-29 06:29:27+00:00,0,0,0
1602,@RepAdamSchiff And you will take your paycheck of bribes from the CCP.  Loser,2022-11-29 06:29:25+00:00,0,0,0
1603,"@catturd2 Don't trash all of the CCP

They make our tiki torches at the lowest price https://t.co/Xd9QSatAPC",2022-11-29 06:29:16+00:00,0,0,0
1604,@CindyXiaodanYu Brave young people.. kick tht regime out #chinaprotest #ccp,2022-11-29 06:29:14+00:00,0,0,
1605,@ProudElephantUS I've never bought a Apple product! And never will as long as they are in bed with CCP,2022-11-29 06:29:13+00:00,0,0,1
1606,The CCP and the government of China need to be arrested and tried for war crimes and crimes against humanity. This… https://t.co/N5dnzlEdVk,2022-11-29 06:29:01+00:00,0,0,0
1607,"@dennismch @mi65_mi the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:28:54+00:00,0,0,0
1608,Tammy #足球预测 Warlike #世界杯 Compassionate #CCP Davin #世界杯投注  https://t.co/cBaRos2KsG,2022-11-29 06:28:46+00:00,0,0,1
1609,"@JasonHa11359019 @carsonkrow When you wake up to find the CCP 
Rules, it won’t be so amusing 

It’s a shame the CCP… https://t.co/Bu337ja1Ou",2022-11-29 06:28:38+00:00,0,0,0
1610,Ted is a confusing man. How does criticizing the policy and supporting those protesting it amount to supporting the… https://t.co/M7PHBzL9nU,2022-11-29 06:28:36+00:00,0,0,0
1611,"@Apple, a Chinese Communist Party supporting, slave labor using duopolistic company, is actively supporting the CCP… https://t.co/CUXkfgnCOW",2022-11-29 06:28:31+00:00,0,0,1
1612,@dantypo The ccp government could kill 1/3 of its citizens and still outnumber the English speaking world.  To thei… https://t.co/w9o5uH6pdk,2022-11-29 06:28:30+00:00,0,0,0
1613,@WholeMarsBlog Every businessman who wants to make money in China will sell his soul to the CCP,2022-11-29 06:28:20+00:00,1,0,0
1614,"Just claimed, free $6k @degenkirk0 @CCP_official_ @Cyxz33 @gmmgmmdecent @crypto_warlock @KZavaley @gmhannah @tymoss… https://t.co/0RwBmxeCzV",2022-11-29 06:28:20+00:00,0,0,0
1615,"@GHMCOnline @NagannaGundlak2 @zckukatpally @CCP_GHMC @DC_Kukatpally Sir, the above construction has been booked in… https://t.co/QkH1KKdvuu",2022-11-29 06:28:17+00:00,0,0,0
1616,Hilda #CCP Maisie #世界杯 Lovely #2025卡塔尔 Kody #世界杯投注  https://t.co/WDd334dGHJ,2022-11-29 06:28:08+00:00,0,0,1
1617,"@Mtpfla42Luis the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:28:05+00:00,0,0,1
1618,"@xzzzjpl It is only the beginning of the end, the end of the ruthless CCP ruling of China",2022-11-29 06:28:04+00:00,0,0,0
1619,"@soma77 the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:27:57+00:00,0,0,1
1620,"looking at hong kong index, news from ccp should probably be positive for markets across,",2022-11-29 06:27:48+00:00,0,0,0
1621,"@markd01 the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:27:48+00:00,0,0,1
1622,"To all overseas Chinese: Covid Zero was not the cause of Uyghurs, Tibetans genocide, repressions on Hongkongers and… https://t.co/NZIyx3co7i",2022-11-29 06:27:39+00:00,0,0,0
1623,"@SenJohnKennedy Simple, as one of the CCP’s business leaders said “We have our people in high places in the US government “.",2022-11-29 06:27:25+00:00,0,0,0
1624,"Say No to Evil: Speaking the truth in China puts lives at risk, but in the US, the police support and endorse our p… https://t.co/kRVdfq50N1",2022-11-29 06:27:23+00:00,0,0,1
1625,"#定要幾個要搞 trend.

This isn't ""shocking"" at all. This IS the CCP. This IS #XiJinping #China.

If Mahatma Gandhi used n… https://t.co/1RlUSmCZOh",2022-11-29 06:27:20+00:00,2,0,0
1626,"Such brutalities are not new under rouge #CCP rule!!

Innocent Uyghur Families Were Burnt To Death
https://t.co/Exy1JMwgCV",2022-11-29 06:26:49+00:00,1,1,0
1627,@TomCottonAR And you really care why TOM . YOur GOP party is no different to how you wish you could rule America as… https://t.co/xc73ciU0pG,2022-11-29 06:26:41+00:00,0,0,0
1628,Eldwin #CCP Leith #世界杯 Blooming #2028卡塔尔 Guardian #世界杯投注  https://t.co/3n1XO29O2m,2022-11-29 06:26:37+00:00,0,0,1
1629,"@RBReich No.  PROGRESSIVISM is tearing society down.  It stoles racial division, it is anti family, anti American,… https://t.co/b9LS06HZl5",2022-11-29 06:26:27+00:00,0,0,0
1630,@Dynamicbrands @elonmusk @Tesla I think Elon like $AAPL makes a &gt;30% cut on each Chinese built car so he would have… https://t.co/fGv6MP3h19,2022-11-29 06:26:26+00:00,1,0,1
1631,"@RebeccaIbram @JamesMelville I have ethnically Chinese friends from Hong Kong, Taiwan, and mainland China and they… https://t.co/5CvyPO5nSw",2022-11-29 06:26:08+00:00,0,0,0
1632,"WeChat which has Chinese under the CCP thump. Convenience, thy name is Devil. https://t.co/ihcgqD7wEB",2022-11-29 06:26:05+00:00,0,0,0
1633,@andhankmarducas @TimRunsHisMouth You didn’t just defend the ccp and TikTok did you 💀💀💀💀,2022-11-29 06:26:02+00:00,0,0,0
1634,"“There isn’t an action where if you do that thing, you suddenly overthrow the CCP...It’s the action itself that def… https://t.co/9UwiRscA2j",2022-11-29 06:25:59+00:00,3,4,0
1635,@ChefGruel CCP Population control #101: Lock em' up and starve them to death. CCP facial recognition process  allow… https://t.co/svRC4P9LMY,2022-11-29 06:25:34+00:00,0,0,0
1636,@LynAldenContact @elonmusk @SwipeWright Elon Musk is banning journalists' Twitter accounts while allowing #CCP bot… https://t.co/dmRCOsMwNa,2022-11-29 06:25:31+00:00,1,0,0
1637,@JoshJPhilipp Why are we pretending that Apple isn't just a Corporate front for the CCP?!,2022-11-29 06:25:29+00:00,0,0,1
1638,"@lumpialogic @jimmy_dore @Angelo4justice3 “Open elections.” Yeah, right. When do you think the CCP is going to lose… https://t.co/RaVR11C9WL",2022-11-29 06:25:23+00:00,0,0,0
1639,Salena #找路子 Rejoicing #世界杯 Hardy #CCP Mildred #卡塔尔世界杯  https://t.co/B0CcgmgkyV,2022-11-29 06:25:22+00:00,0,0,1
1640,Spirited #找路子 Famous #世界杯 April #CCP Jillian #世界杯买球  https://t.co/nNsuruCAtP,2022-11-29 06:25:05+00:00,0,0,1
1641,"Canada 🇨🇦 TORONTO Freedom Protesters gather outside of the Chinese Consulate chanting ""Chinese People, Resist! Libe… https://t.co/0XS0EpE5l8",2022-11-29 06:25:05+00:00,0,0,0
1642,"@RepSwalwell @RubenGallego CCP Spy F*cker  @RepSwalwell, of the party who rigs elections, taunts @KariLake about th… https://t.co/XpuT087u9e",2022-11-29 06:24:57+00:00,0,0,0
1643,Elizabeth #CCP Gerret #世界杯 Jill #DOGE Vivian #世界杯买球  https://t.co/E1AEkfzPf2,2022-11-29 06:24:52+00:00,0,0,1
1644,"@DrLuetke Nice sentiment, but they won't. The CCP are already beating people in the street and in one video you cou… https://t.co/v1T2LL09H2",2022-11-29 06:24:40+00:00,0,0,0
1645,Logan #CCP Elfin #世界杯 Astrid #DOGE Bobbie #世界杯买球  https://t.co/uqxg39l8oj,2022-11-29 06:24:29+00:00,0,0,1
1646,@GeorgeJNasr I suspect the main reason for the protests in China is that an increasing amount of people see their l… https://t.co/3jzXwRFulg,2022-11-29 06:24:16+00:00,2,0,0
1647,"@PapaESoCo the democrats are ccp moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:24:13+00:00,0,0,1
1648,Pay attention to what is occurring in China right now. Much of the future of the world could be affected by whether… https://t.co/Bt7KZKYyqN,2022-11-29 06:24:07+00:00,7,4,0
1649,@beranewsnetwork Xi gonna squash every bear in sight and bring relief to the great CCP world market!,2022-11-29 06:24:04+00:00,0,0,0
1650,@TechCrunch @ritacyliao Are we certain this is protestors downloading or CCP bots to suppress actual news from the protests?,2022-11-29 06:23:58+00:00,0,0,0
1651,@alisabrypc @ChinaEmbSL @MFA_SriLanka Are you going to stand with CCP while they brutally suppressed Chinese people… https://t.co/ArO30CazD9,2022-11-29 06:23:55+00:00,2,0,0
1652,@RepAOC so are you going to condemn what looks like the beginnings of another holocaust that the CCP is now doing to the people of China?,2022-11-29 06:23:35+00:00,0,0,0
1653,"@AmConMovement the democrats are authoritarian reigme‘s moles and assets , they are bribed and manipulated to ensure ccp regime survival",2022-11-29 06:23:31+00:00,0,0,0
1654,"@vvvv1111333 @Kim79673819 @Statindobvious @JP__75 He is just puppet, the CCP is thrilled.",2022-11-29 06:23:31+00:00,0,0,0
1655,"#Thread 
1000 Talents Program is CCP’s elaborated effort to recruit overseas researchers &amp; send their skills home.… https://t.co/AdY0O62HkC",2022-11-29 06:23:27+00:00,0,0,0
1656,"[Japan] About 100 young Chinese people get together to protest against #ZeroCovid &amp; #XiJinping in Shinjuku station,… https://t.co/4yqECSILq1",2022-11-29 06:23:24+00:00,48,12,0
1657,@R99697693 @ParanoidOne88 @mcdrawface @scrowder And how will you prevent a one world government from acting on all… https://t.co/Jc9wUIGXws,2022-11-29 06:23:01+00:00,0,0,0
1658,"@trueElDerecho @justin_hart @elonmusk TBF, in late Dec 2019, stuff that ""was making it past the CCP firewall"" was d… https://t.co/oCjmxBuhMO",2022-11-29 06:22:57+00:00,0,0,0
1659,@PrimeVideo MESSAGE TO CCP. GOD SAID LET MY PEOPLE GO,2022-11-29 06:22:57+00:00,0,0,0
1660,@hrkbenowen @elonmusk What fight? Are you saying a private company should be forced to spend advertising money with… https://t.co/Y8wT7Zza0K,2022-11-29 06:22:56+00:00,2,0,0
1661,"@lexfridman Apple helps CCP suppress Chinese folks in mainland, not surprise the woke Apple suppress free speech in this great nation.",2022-11-29 06:22:55+00:00,0,0,1
1662,💥The silent majority is no more silent! We are speaking out loud and clear that we will expose the CCP collaborator… https://t.co/TrSWFoJAU7,2022-11-29 06:22:50+00:00,0,0,0
1663,"#TrudeauLiedUnderOath Is he going to invoke the EA on these protestors, or call out the CCP and bend a knee, join a… https://t.co/Yq0Y3GYYNp",2022-11-29 06:22:49+00:00,1,1,0
1664,@nytimesworld The CCP'll start fighting back by disappearing these intellectuals.,2022-11-29 06:22:43+00:00,0,0,0
1665,@Stellar40626620 Chinese do not hate from all CCP only they are against brutal Zero covide policy. But USA western… https://t.co/5osTVr43hF,2022-11-29 06:22:31+00:00,0,0,0
1666,@frankoz95967943 one can argue it is the ccp that is in fact ignoring reality,2022-11-29 06:22:24+00:00,0,0,0
1667,@aho_juhani @OliverJia1014 Because his family still lives in China and if he speaks out against the CCP/isn’t pro C… https://t.co/EWiYEYIRe4,2022-11-29 06:22:20+00:00,0,0,0
1668,@elonmusk @Sue40931356 @tim_cook . @Apple and Tim Cook are owned by the CCP.,2022-11-29 06:22:16+00:00,0,0,1
1669,@GordonGChang #CCP police are going house to house arresting #Chinese ppl University and schools are under lockdown 🔒,2022-11-29 06:22:15+00:00,0,0,0
1670,Ward #lpl Jerome #世界杯 Butterfly #CCP Julia #世界杯投注  https://t.co/BFKfeuGBmk,2022-11-29 06:22:10+00:00,0,0,1
1671,"@Philssay With Albo in power you'll see ""Belt and Road"" returned to cover crippling debt and we'll be owned and run… https://t.co/cUtybZc0r4",2022-11-29 06:22:09+00:00,0,0,0
1672,God bless the good people of China! Down with the evil CCP! https://t.co/Jht3sd0Ddj,2022-11-29 06:22:09+00:00,0,0,0
1673,Yes but The West does the same..I am not siding with CCP..The Left Progressives what the same in The West….they jus… https://t.co/M4KZQhMZD7,2022-11-29 06:22:05+00:00,4,0,0
1674,@zerohedge Are all levels of society infiltrated by CCP spies ?,2022-11-29 06:22:04+00:00,0,0,0
1675,Reuters doing yeoman's work on behalf of the CCP https://t.co/fvVE7R0MT3,2022-11-29 06:22:00+00:00,0,0,0
1676,"@GOPLeader The CCP that did this?

https://t.co/9moVZ9U742

Damn that Joe Biden!",2022-11-29 06:21:52+00:00,0,0,0
1677,Marta #CCP Grateful # Kendra #DOGE Winston #,2022-11-29 06:21:51+00:00,0,0,0
1678,Chinese protester at Columbia university (the one here in 🇺🇸) gets assaulted by a CCP thug.  Peaceful protesters ge… https://t.co/PvVuAvjLuV,2022-11-29 06:21:51+00:00,12,5,0
1679,@shpgm777 Chinese do not hate from all CCP only they are against brutal Zero covide policy. But USA western media s… https://t.co/9uSuof1kJY,2022-11-29 06:21:46+00:00,1,0,0
1680,@Nostradumbass23 @CryptoParadyme @beranewsnetwork leaning towards bera primarily because I doubt ccp folds to prote… https://t.co/VWg8qlrEIn,2022-11-29 06:21:44+00:00,1,0,0
1681,"@LynAldenContact @elonmusk @SwipeWright WHY WHY WHY would he comment on another countries governments laws???🤡🤡

Th… https://t.co/HEjD5vFoAX",2022-11-29 06:21:42+00:00,0,0,0
1682,"Xi Jinping’s China 🇨🇳  is neo-#Nazi paradise

#Xi is the worlds new #Hitler The #CCP is the New #Nazi Party… https://t.co/i7M6Oofs1E",2022-11-29 06:21:35+00:00,0,0,0
1683,@NewsNancy9 @SteveKerr @NBA Right on...he is a sellout to the CCP money.,2022-11-29 06:21:18+00:00,0,0,1
1684,Apple promotes TikTok the surveillance tool of CCP and at the same time tries to cancel Twitter because Elon enforc… https://t.co/BYSOuZewpp,2022-11-29 06:21:13+00:00,0,0,1
1685,@selinawangtv @CNN This insurrection must be stopped and a January 6th like committee of ccp leaders must investiga… https://t.co/tktAUlGsHP,2022-11-29 06:21:07+00:00,0,0,0
1686,@saikirankannan @EP_Lawrence Most corporate/government media journalists deserve this kind of treatment. The CCP ar… https://t.co/cb2o5UYEuR,2022-11-29 06:20:59+00:00,0,0,0
1687,Marta #CCP Grateful # Kendra #DOGE Winston #,2022-11-29 06:20:50+00:00,0,0,0
1688,@donlemon Talking about this? Is this AMERICA? Anybody could climbs to America mine as well sale the country to CCP… https://t.co/Bh30edqFyz,2022-11-29 06:20:42+00:00,0,0,0
1689,"It's for your own good damnit!

#china #ChinaProtests #ChinaUprising #ccp #bbc #zerocovid #ZeroCovidChina 

https://t.co/XQ6Fyd1eJ6",2022-11-29 06:20:37+00:00,0,0,0
1690,Why is Elmo Musk the freedom champion not condemning the CCP? Something to do with his profitable Shanghai car fact… https://t.co/dnN53IXFWu,2022-11-29 06:20:25+00:00,1,0,0
